prev_indices,next_indices,syllables,rhyme_id
720 698 2375 2620 4124 2420 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 185 1592 5048 2375 1771 90 2357 2420 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,74
4962 185 1592 5048 2375 1771 90 2357 2420 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1005 834 2420 213 2735 1123 4181 2252 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,74
1005 834 2420 213 2735 1123 4181 2252 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 1814 4962 2881 3330 76 213 90 3086 507 2188 5579 347 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,77
178 1814 4962 2881 3330 76 213 90 3086 507 2188 5579 347 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 1409 1395 4736 1154 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,36
2375 1409 1395 4736 1154 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2947 2375 4986 101 4998 4337 1224 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,78
2947 2375 4986 101 4998 4337 1224 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5452 4962 1164 641 237 5473 4868 4962 869 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,79
5452 4962 1164 641 237 5473 4868 4962 869 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 1638 4962 799 2375 2702 4962 4628 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,80
5606 1638 4962 799 2375 2702 4962 4628 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5433 1868 2973 2531 5064 1162 4892 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,81
5433 1868 2973 2531 5064 1162 4892 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1577 4962 3328 744 4962 2042 3330 2011 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,82
1577 4962 3328 744 4962 2042 3330 2011 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 4259 2639 213 2651 4404 445 4962 5365 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,81
2375 4259 2639 213 2651 4404 445 4962 5365 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 5390 2956 3018 1343 832 3269 3352 5551 2931 4962 762 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,83
2375 5390 2956 3018 1343 832 3269 3352 5551 2931 4962 762 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2382 4259 1567 1544 1190 213 1659 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,83
2382 4259 1567 1544 1190 213 1659 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5597 2382 4259 2498 178 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,83
5597 2382 4259 2498 178 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 3081 4998 5365 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,83
4975 3081 4998 5365 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,744 4962 2042 3330 2011 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,83
744 4962 2042 3330 2011 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 4962 514 829 2375 4259 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,81
178 4962 514 829 2375 4259 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 4962 514 2910 2375 4635 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,84
178 4962 514 2910 2375 4635 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 4962 514 1186 2375 1439 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,85
178 4962 514 1186 2375 1439 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1589 4962 514 984 2336 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,86
1589 4962 514 984 2336 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1123 5095 2994 2420 4962 703 1201 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,87
1123 5095 2994 2420 4962 703 1201 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4902 3349 3186 3578 812 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,88
4902 3349 3186 3578 812 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5383 2375 4608 2420 5603 1638 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,89
5383 2375 4608 2420 5603 1638 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5452 5606 2783 2994 421 4957 812 2131 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,89
5452 5606 2783 2994 421 4957 812 2131 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4537 3258 4253 4962 3110 776 2931 2498 776 2931 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,69
4537 3258 4253 4962 3110 776 2931 2498 776 2931 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4537 3258 1958 4962 3110 776 4867 2498 776 4867 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,34
4537 3258 1958 4962 3110 776 4867 2498 776 4867 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2037 3903 4957 4975 5383 3194 3194 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,34
2037 3903 4957 4975 5383 3194 3194 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5383 2375 1103 1268 5452 2375 5383 366 5225 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,90
5383 2375 1103 1268 5452 2375 5383 366 5225 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4152 358 2498 4626 2498 213 4178 2498 4326 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,20
4152 358 2498 4626 2498 213 4178 2498 4326 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 1408 5168 2994 4967 5405 178 5424 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,91
5606 1408 5168 2994 4967 5405 178 5424 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2498 158 3401 5041 5405 178 4187 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,34
213 2498 158 3401 5041 5405 178 4187 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 5606 158 4349 4337 4965 2120 2491 255 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,34
213 5606 158 4349 4337 4965 2120 2491 255 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2420 980 2375 4253 2378 925 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,92
2420 980 2375 4253 2378 925 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 3186 3717 3640 1874 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,93
178 3186 3717 3640 1874 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 2673 2339 2498 2018 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,93
5237 4147 3256 5606 3184 413 4379 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 5606 4875 101 2491 2598 1961 4025 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,94
178 5606 4875 101 2491 2598 1961 4025 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,919 3186 3222 3256 213 2387 3186 507 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,95
919 3186 3222 3256 213 2387 3186 507 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,421 4962 4854 5511 855 213 5465 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,95
421 4962 4854 5511 855 213 5465 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4998 2491 1202 2422 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,96
4998 2491 1202 2422 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 4120 1868 4962 4602 3330 3976 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,0
5606 4120 1868 4962 4602 3330 3976 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5081 3162 1548 1142 5614 3223 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,97
5081 3162 1548 1142 5614 3223 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 740 508 5606 740 1532 4251 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,98
2375 740 508 5606 740 1532 4251 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 740 5391 2375 740 1020 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,99
5606 740 5391 2375 740 1020 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3077 1885 5614 3936 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,99
3077 1885 5614 3936 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2541 5188 2473 3323 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,97
2541 5188 2473 3323 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3902 5192 2491 3163 5561 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,97
3902 5192 2491 3163 5561 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4537 4388 885 2375 2673 474 4951 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,100
4537 4388 885 2375 2673 474 4951 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,477 3330 3186 3196 4957 4970 2491 1295 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,101
477 3330 3186 3196 4957 4970 2491 1295 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 2673 2375 2673 5454 5609 1295 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,102
5606 2673 2375 2673 5454 5609 1295 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1193 5606 5064 3572 2377 2349 90 645 3330 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,102
1193 5606 5064 3572 2377 2349 90 645 3330 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 5487 974 5614 2212 1814 4962 2220 3330 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,34
2375 5487 974 5614 2212 1814 4962 2220 3330 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5607 4986 2499 413 5295 206 5314 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,34
5607 4986 2499 413 5295 206 5314 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 5392 5614 1665 1577 3950 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,103
2378 5392 5614 1665 1577 3950 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 178 2420 4962 4088 737 2232 4962 1528 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,104
5405 178 2420 4962 4088 737 2232 4962 1528 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 874 90 1690 3394 3330 5614 1527 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,105
5606 874 90 1690 3394 3330 5614 1527 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 5001 2700 1334 5240 2449 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,106
213 5001 2700 1334 5240 2449 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 3825 2965 547 5614 535 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,107
4962 3825 2965 547 5614 535 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4971 3269 5075 2420 4962 1314 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,108
4971 3269 5075 2420 4962 1314 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2673 744 3297 5606 1958 4962 3024 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,109
2375 2673 744 3297 5606 1958 4962 3024 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 5606 4875 101 2491 2598 1960 4025 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,110
178 5606 4875 101 2491 2598 1960 4025 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2498 1408 4867 3162 5064 3814 5208 213 5208 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,95
2498 1408 4867 3162 5064 3814 5208 213 5208 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5614 2895 4737 2491 3297 2868 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,111
5614 2895 4737 2491 3297 2868 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3111 1448 5261 2810 90 1213 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,111
3111 1448 5261 2810 90 1213 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5617 1915 1814 161 3297 2501 424 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,112
5617 1915 1814 161 3297 2501 424 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2570 35 4959 3186 5280 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,113
2570 35 4959 3186 5280 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2945 2491 1660 3394 2420 1893 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,114
2945 2491 1660 3394 2420 1893 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1534 213 546 4975 3297 5326 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,115
1534 213 546 4975 3297 5326 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 3241 1740 4962 2120 737 4962 4290 1390 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,111
4975 3241 1740 4962 2120 737 4962 4290 1390 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,682 5383 4379 2190 3225 3002 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,111
682 5383 4379 2190 3225 3002 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,670 2252 349 5064 2798 3297 2190 1257 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,116
670 2252 349 5064 2798 3297 2190 1257 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4026 1408 2931 5391 1814 3714 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,72
4026 1408 2931 5391 1814 3714 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2598 90 3054 5123 476 4435 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,117
2598 90 3054 5123 476 4435 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4998 4962 1240 4957 2375 1591 436 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,118
4998 4962 1240 4957 2375 1591 436 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 1334 2931 5606 4893 3530 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,119
4962 1334 2931 5606 4893 3530 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 158 5015 2420 4962 4516 2810 2501 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,120
5606 158 5015 2420 4962 4516 2810 2501 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 4270 3379 349 1425 213 2615 4367 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,121
213 4270 3379 349 1425 213 2615 4367 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3338 5588 5452 4984 1958 1238 213 5614 3302 1958 763 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,122
3338 5588 5452 4984 1958 1238 213 5614 3302 1958 763 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 5606 2853 4382 5064 4382 2810 5443 1341 4975 4187 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,123
213 5606 2853 4382 5064 4382 2810 5443 1341 4975 4187 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2498 158 4962 2863 5340 213 4967 5606 3903 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,124
213 2498 158 4962 2863 5340 213 4967 5606 3903 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4957 4962 1328 2491 4877 5064 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,125
4957 4962 1328 2491 4877 5064 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 3285 4962 780 5064 5316 5511 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,111
2378 3285 4962 780 5064 5316 5511 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 1408 1878 5511 4962 2688 4337 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,126
2375 1408 1878 5511 4962 2688 4337 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,178 4957 4872 3184 413 2016 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,34
178 4957 4872 3184 413 2016 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 4270 5603 288 349 5064 4962 1115 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,127
2375 4270 5603 288 349 5064 4962 1115 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 4984 2382 4259 5240 3186 1632 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,128
4962 4984 2382 4259 5240 3186 1632 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2605 1441 3175 213 4418 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,129
2605 1441 3175 213 4418 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2784 413 960 2255 1344 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,130
2784 413 960 2255 1344 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2142 3330 3186 3751 2986 2005 5064 3861 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,72
2142 3330 3186 3751 2986 2005 5064 3861 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2339 2956 2587 4957 2783 2994 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,131
2339 2956 2587 4957 2783 2994 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 1878 2498 4962 5437 3065 5405 4040 3297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,47
737 1878 2498 4962 5437 3065 5405 4040 3297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4969 4369 2994 2339 5064 3364 5261 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,132
4969 4369 2994 2339 5064 3364 5261 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2498 191 4369 2994 2375 1408 1979 90 1878 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,133
2498 191 4369 2994 2375 1408 1979 90 1878 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 5211 1929 5511 4962 1946 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,134
4962 5211 1929 5511 4962 1946 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 1939 2342 5606 5374 2498 2377 413 4962 1949 2645 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,135
2378 1939 2342 5606 5374 2498 2377 413 4962 1949 2645 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1950 213 1908 1073 4962 148 3330 3064 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16,136
1950 213 1908 1073 4962 148 3330 3064 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3151 3258 5261 3400 2230 4998 4337 1958 1951 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,137
3151 3258 5261 3400 2230 4998 4337 1958 1951 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2215 1940 2810 1947 2377 1460 5614 3526 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,135
2215 1940 2810 1947 2377 1460 5614 3526 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4967 4368 5261 297 5614 297 5614 1932 4005 213 4918 12 1979 2994 3064 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,138
4967 4368 5261 297 5614 297 5614 1932 4005 213 4918 12 1979 2994 3064 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 4546 3258 2375 197 4962 1935 5454 3186 1973 213 2592 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17,137
2375 4546 3258 2375 197 4962 1935 5454 3186 1973 213 2592 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1592 4548 2491 4962 587 3330 1941 2783 4962 4550 589 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,139
1592 4548 2491 4962 587 3330 1941 2783 4962 4550 589 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3258 5374 4962 4896 3349 2994 5431 2231 4962 1974 4090 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16,140
3258 5374 4962 4896 3349 2994 5431 2231 4962 1974 4090 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 1936 3983 507 1958 3331 3186 1944 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,141
2375 1936 3983 507 1958 3331 3186 1944 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 4147 2375 1123 3891 1931 5625 5606 1882 1340 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15,142
